G_loss,D_loss
58.0090446472168,0.724374532699585
38.62302780151367,0.6952133178710938
28.338897705078125,0.6518575549125671
26.05242919921875,0.6446732878684998
29.35068130493164,0.6139601469039917
19.46377182006836,0.6044957637786865
25.004486083984375,0.5962243676185608
15.96718978881836,0.5078215599060059
20.06340980529785,0.5678276419639587
18.484424591064453,0.4983792304992676
18.626089096069336,0.5994787216186523
17.202749252319336,0.5299205183982849
19.000946044921875,0.5439618229866028
21.199954986572266,0.6802155375480652
19.141990661621094,0.4394013285636902
15.442727088928223,0.5671048760414124
15.253585815429688,0.5871610641479492
14.39778995513916,0.5685807466506958
12.797746658325195,0.6685341000556946
15.58600902557373,0.5657926201820374
15.415258407592773,0.5036094784736633
11.929107666015625,0.6067981123924255
17.06871795654297,0.4639813303947449
13.838704109191895,0.5716201066970825
14.829980850219727,0.5088915824890137
18.257543563842773,0.39463919401168823
14.808191299438477,0.583999514579773
15.097789764404297,0.4958289861679077
10.626852989196777,0.6468319296836853
13.253658294677734,0.5686285495758057
18.96439552307129,0.4417266547679901
11.945717811584473,0.5623865127563477
19.028114318847656,0.49783802032470703
18.504566192626953,0.6312865018844604
17.924787521362305,0.402634859085083
13.839582443237305,0.5931807160377502
12.932592391967773,0.45688700675964355
13.76903247833252,0.5304680466651917
10.316295623779297,0.680797815322876
13.077337265014648,0.6944425106048584
12.369754791259766,0.46612563729286194
13.85757827758789,0.4817911386489868
12.66328239440918,0.4738244116306305
13.384560585021973,0.5286779403686523
14.564933776855469,0.485378623008728
12.229085922241211,0.475458562374115
13.686534881591797,0.6995319128036499
12.530702590942383,0.4912852644920349
14.567770004272461,0.43707674741744995
11.300811767578125,0.8227365612983704
11.845077514648438,0.39203083515167236
18.70510482788086,0.32840776443481445
17.23888397216797,0.421667218208313
13.350217819213867,0.5363196134567261
13.485339164733887,0.4227731227874756
11.54692554473877,0.5430314540863037
10.81551742553711,1.0021164417266846
11.865996360778809,0.730349063873291
12.397459983825684,0.43405431509017944
15.48784065246582,0.6325100064277649
11.916770935058594,0.5454780459403992
10.373356819152832,0.6736041307449341
12.715673446655273,0.3567023277282715
13.532014846801758,0.2972446084022522
14.078990936279297,0.5012869238853455
12.781850814819336,0.37070685625076294
15.21687126159668,0.35366499423980713
10.513471603393555,0.5971450805664062
14.294342994689941,0.5654597282409668
10.137325286865234,0.539242148399353
11.938288688659668,0.49641042947769165
14.643123626708984,0.5113113522529602
12.613749504089355,0.641853928565979
14.80722713470459,0.5451798439025879
11.921117782592773,0.5319567918777466
12.410260200500488,0.7177286148071289
